2,1,5,3,6,45,22,9,13,17,40,16,8,32,7,12,33,14,28,24,15,10,20,31,27,18,21,11,39,35,30,36,49,38,26,34,47,50,19,4,41,46,48,43,44,37,29,23,42,25
3,4,19,12,10,7,13,9,5,11,22,27,6,46,15,8,18,40,1,34,14,26,21,2,43,42,20,23,24,29,32,33,41,50,37,31,17,25,16,30,28,48,38,45,49,44,39,47,36,35
25,13,4,15,5,18,3,7,30,20,14,2,21,24,23,33,17,10,12,8,19,29,26,34,1,38,6,42,9,16,22,45,27,35,43,49,46,40,39,47,32,31,28,37,44,36,50,41,11,48
40,8,5,1,30,7,2,22,15,9,34,10,3,33,24,26,17,13,4,46,11,37,6,29,25,20,12,39,41,38,21,23,32,49,42,31,16,48,27,28,50,14,19,35,36,44,47,45,18,43
3,5,15,10,4,2,11,7,12,32,1,26,16,13,20,17,18,39,21,37,24,43,34,25,23,22,6,27,38,14,35,36,31,30,9,49,42,46,41,33,40,44,50,29,8,19,48,47,28,45
8,2,9,1,30,16,4,13,20,10,12,3,11,19,35,22,24,7,25,17,38,27,29,14,5,33,49,6,15,28,26,36,21,50,23,44,34,18,41,40,31,46,43,48,47,37,32,39,45,42
2,3,7,4,1,6,13,25,5,19,10,8,15,9,11,22,18,23,14,16,36,33,12,29,26,40,27,41,35,37,20,31,24,17,34,30,44,43,32,48,47,21,42,45,38,46,39,28,50,49
2,14,6,7,38,11,18,9,15,41,17,27,25,4,12,19,35,26,10,3,5,29,42,23,21,37,8,32,13,44,31,1,22,30,33,46,43,36,40,20,47,24,49,39,45,50,34,48,28,16
1,7,8,5,3,9,12,18,26,15,10,25,41,16,2,24,23,19,6,37,13,17,22,11,36,32,14,49,31,27,21,20,46,38,45,28,34,4,50,40,29,33,30,44,47,43,39,35,42,48
23,2,3,7,8,48,32,34,6,5,42,20,47,29,15,16,9,13,22,14,49,26,1,10,27,25,28,31,44,12,46,4,33,50,17,11,19,24,18,39,41,37,35,40,45,30,36,43,21,38
22,2,3,20,16,4,9,6,1,7,27,15,5,36,28,30,13,8,12,10,19,31,26,18,45,11,35,38,25,44,40,33,14,17,29,21,37,46,34,49,32,39,48,42,23,41,50,24,47,43
5,10,19,7,2,3,9,12,25,11,14,36,18,48,21,15,6,39,13,22,16,26,49,42,23,8,17,1,4,50,27,29,28,31,24,40,20,30,41,37,32,35,43,44,33,38,46,34,45,47
5,20,4,1,7,45,12,40,23,21,17,19,6,10,25,29,13,3,14,32,11,38,35,8,28,50,16,15,9,47,44,2,46,18,31,36,24,27,41,39,22,42,33,37,26,30,48,34,49,43
10,20,6,4,13,24,3,1,18,39,12,19,7,16,29,11,27,14,9,23,32,2,5,45,22,33,30,37,31,44,17,8,15,25,38,28,43,34,35,46,48,41,40,26,49,50,42,21,36,47
3,14,20,8,1,10,31,12,6,7,15,2,4,19,45,13,21,29,25,34,50,26,9,24,49,16,11,17,47,28,37,41,32,18,46,35,27,48,30,38,42,33,22,36,44,43,5,23,40,39
2,7,18,20,3,30,11,28,19,5,17,6,14,8,10,21,13,4,49,38,16,22,1,25,24,12,9,26,32,50,46,27,15,37,42,29,34,31,45,35,33,47,43,39,41,23,44,36,40,48
7,3,4,2,10,11,14,18,31,12,16,13,1,32,27,19,26,20,24,45,5,22,6,15,29,9,33,34,36,21,8,43,17,28,47,25,37,46,42,23,48,35,50,44,30,39,41,40,38,49
5,18,33,9,25,26,1,43,29,3,20,23,6,24,13,4,28,11,7,8,10,36,15,19,17,42,14,22,2,27,21,32,35,40,31,34,41,12,45,47,30,16,37,48,46,50,39,38,44,49
7,8,2,20,6,14,5,12,3,1,25,37,21,16,24,17,10,18,11,48,26,19,40,15,9,4,30,27,13,43,44,36,22,28,35,34,23,33,29,42,41,31,46,50,39,38,32,47,45,49
3,2,4,20,17,12,21,10,11,14,23,45,13,26,19,24,8,29,5,18,43,15,47,27,28,1,9,16,30,32,42,31,34,50,7,39,6,35,22,36,37,25,33,44,40,49,48,38,41,46

