1,0,2,4,3,5,6,7,8,9,10,39,12,11,40,13,14,41,27,44,42,43,45,46,47,48,49,15,17,16,18,22,19,20,21,23,24,25,26,28,35,29,30,31,33,32,34,36,37,38
1,2,7,3,4,5,0,6,8,9,10,12,11,32,13,39,14,41,40,42,44,43,45,46,47,48,49,15,22,17,16,18,20,19,23,24,21,25,28,29,26,30,27,31,33,36,35,34,37,38
0,1,3,2,5,4,6,7,10,8,13,9,28,11,12,39,14,40,43,41,42,45,44,48,49,46,47,18,16,15,17,19,24,23,21,20,26,25,22,27,29,30,31,32,34,35,33,37,38,36
0,1,6,2,3,4,5,7,8,9,12,11,10,13,31,39,14,40,41,42,44,43,49,46,47,45,48,16,15,17,18,21,19,20,23,24,22,26,28,30,25,33,29,32,35,27,34,36,37,38
0,2,1,3,4,6,8,5,7,13,11,9,10,14,39,24,12,42,40,43,45,46,44,41,48,47,49,15,17,16,18,21,19,20,26,23,22,27,28,29,25,30,31,32,33,34,35,37,36,38
0,1,2,4,7,6,3,5,14,8,10,11,9,26,39,12,13,40,42,41,43,44,45,46,47,48,49,15,19,16,18,17,22,21,23,25,20,24,28,30,27,29,31,32,33,34,35,37,36,38
0,1,2,3,4,6,5,7,8,9,11,12,10,13,39,27,14,40,43,42,44,46,45,41,48,47,49,17,16,15,18,19,20,21,23,22,24,25,26,28,29,31,30,32,35,33,34,36,37,38
2,0,5,1,3,6,4,8,7,9,10,12,11,30,13,39,14,40,44,41,42,43,46,45,47,48,49,15,18,17,16,21,20,23,22,19,26,24,25,28,29,27,31,33,35,34,32,36,37,38
0,1,3,5,2,4,6,7,9,12,10,8,11,13,28,39,14,40,41,42,45,43,46,44,47,48,49,16,15,17,18,20,19,21,23,22,24,25,27,29,26,33,35,34,30,31,32,36,38,37
0,1,3,6,4,2,5,8,9,11,7,10,13,28,12,39,14,40,41,43,45,48,42,46,44,47,49,16,15,17,18,19,21,24,20,22,23,25,31,26,27,30,32,29,34,36,33,38,35,37
2,0,3,1,4,6,5,8,10,7,9,28,12,11,13,39,14,42,40,41,43,44,47,45,46,49,48,16,15,17,18,19,21,20,22,23,25,24,30,26,27,31,29,32,33,36,34,37,35,38
0,1,2,3,4,7,9,5,6,8,10,11,13,12,27,39,14,40,41,42,43,46,44,47,45,49,48,15,16,17,19,20,18,22,21,23,29,24,26,25,28,30,31,32,36,33,34,37,35,38
0,2,4,5,3,1,7,6,8,10,9,11,12,29,13,39,14,41,43,40,42,45,44,46,48,49,47,17,16,15,18,19,21,20,23,22,25,26,27,28,24,31,30,32,35,33,34,36,38,37
0,1,3,4,2,6,5,10,8,9,7,11,28,12,39,13,14,41,40,42,43,45,44,47,46,48,49,16,15,17,19,18,20,22,21,23,24,25,26,34,29,31,30,32,33,27,35,36,37,38
0,2,1,3,5,4,7,10,8,9,11,6,13,26,12,40,14,41,42,39,43,45,44,46,48,47,49,15,16,17,25,22,18,19,23,21,24,20,27,28,30,29,32,31,33,36,34,35,37,38
0,2,1,3,6,8,5,4,7,9,10,11,12,39,13,26,14,40,45,43,41,46,42,48,44,47,49,16,15,17,18,19,20,21,22,25,23,27,28,29,24,30,31,32,33,34,36,35,37,38
0,1,2,6,3,9,4,5,7,8,11,12,13,40,41,10,14,39,27,43,44,42,46,45,48,47,49,15,17,16,19,20,22,18,24,21,26,29,25,23,31,30,28,33,34,35,37,32,36,38
0,7,3,1,2,5,4,8,6,9,10,12,11,13,28,39,14,40,43,42,44,41,45,46,47,49,48,15,18,16,17,20,19,21,22,23,24,25,26,27,29,30,31,32,34,33,36,35,37,38
0,1,2,3,4,5,9,7,6,8,10,12,26,39,14,11,13,40,44,45,41,42,43,46,48,49,47,15,16,17,18,19,21,20,22,27,23,25,24,30,33,31,28,32,29,36,37,34,38,35
2,0,1,3,4,7,9,5,8,6,10,11,12,13,26,39,14,40,41,42,44,46,43,45,47,49,48,15,17,16,20,21,19,23,18,24,22,27,25,28,29,31,32,30,35,36,34,33,37,38
