1,2,3,5,4,6,7,10,8,9,11,12,13,15,16,17,14,19,21,18,22,20,23,24,27,25,29,28,30,26,32,33,35,31,34,36,39,37,38,42,40,41,43,44,45,46,47,48,49,50
1,2,3,8,4,5,7,6,9,10,13,11,16,14,12,15,19,17,20,18,21,22,25,23,24,28,29,26,27,30,31,33,36,34,32,38,35,37,39,40,41,42,46,43,44,45,47,48,49,50
1,3,2,5,4,6,7,8,11,10,9,12,14,16,13,15,19,18,17,20,21,24,22,23,25,26,30,27,28,32,33,29,35,34,37,31,39,38,40,36,41,42,43,44,45,46,48,50,49,47
2,3,1,4,6,8,11,5,12,7,10,9,14,15,13,17,18,16,19,23,20,21,22,24,25,27,28,30,26,29,31,32,33,34,35,36,39,37,38,40,41,43,42,44,46,45,47,49,50,48
3,5,2,6,1,4,7,8,9,10,11,13,14,12,15,18,16,19,17,21,20,22,25,24,26,28,23,27,29,30,32,31,33,34,35,36,38,37,40,39,42,41,43,44,46,47,45,48,49,50
2,3,1,4,5,6,8,9,7,11,10,15,12,13,14,16,17,19,20,23,22,24,25,21,26,28,18,30,29,27,31,34,32,35,33,36,38,37,41,43,42,39,45,40,44,46,47,49,50,48
1,2,5,3,4,10,6,7,8,9,11,12,13,14,15,16,17,18,21,20,19,22,23,24,27,25,29,28,30,26,34,31,35,32,36,38,37,33,39,40,41,43,42,45,44,46,47,48,49,50
3,2,1,4,5,6,9,10,7,8,11,18,13,12,15,16,19,14,20,21,22,17,24,23,25,26,28,27,29,31,32,30,33,34,35,36,37,38,42,39,40,41,43,44,45,47,49,46,48,50
1,2,3,6,4,7,8,5,9,11,10,12,14,13,15,16,17,18,20,19,23,21,22,24,25,26,27,28,29,30,32,33,31,36,34,35,37,39,38,40,41,42,44,43,46,45,47,48,49,50
2,1,3,4,6,5,10,8,7,12,9,13,15,11,14,18,16,21,17,19,22,20,24,23,25,28,26,27,29,34,30,31,32,35,33,36,38,37,39,40,45,42,41,43,44,46,47,48,50,49
1,5,2,3,4,9,6,10,7,11,8,14,12,17,13,18,15,22,16,20,19,24,21,23,26,25,27,29,28,31,30,32,34,33,35,36,38,37,40,39,41,43,42,49,44,47,45,48,46,50
2,1,4,3,5,6,7,9,8,12,10,11,13,15,14,18,17,16,19,20,21,23,24,26,25,22,27,28,29,30,31,33,32,34,38,37,35,36,42,41,39,40,43,44,46,49,45,48,47,50
3,2,1,4,6,7,9,5,10,8,12,11,15,16,13,17,19,20,14,18,22,21,23,24,26,28,27,29,30,25,31,35,32,33,34,37,39,38,40,36,41,42,43,45,47,44,46,48,49,50
3,4,1,2,5,6,8,9,7,10,13,12,16,11,15,14,19,17,20,22,21,18,23,25,24,26,28,27,29,31,33,35,30,32,36,34,38,37,39,40,42,41,43,44,46,45,47,49,50,48
1,2,3,4,5,6,7,9,8,11,12,15,13,10,14,16,17,19,20,22,21,23,18,24,25,27,28,26,31,30,33,29,32,35,34,36,37,38,39,40,41,43,42,44,45,47,46,49,48,50
1,9,2,4,5,3,7,10,6,8,11,12,13,14,15,16,17,19,20,22,18,21,23,25,24,26,27,28,29,30,31,32,34,33,35,38,36,40,37,39,41,42,47,43,44,45,46,48,49,50
1,3,2,4,5,6,12,7,9,8,14,11,10,13,15,16,17,19,18,22,21,20,23,25,24,27,26,30,28,31,32,36,29,33,34,35,38,39,40,37,41,43,45,44,42,47,49,48,46,50
1,2,3,6,4,7,5,8,9,11,10,12,13,14,15,16,17,20,18,19,22,23,21,24,26,27,25,29,31,34,32,28,36,38,33,30,39,40,37,35,41,42,43,44,45,47,46,50,48,49
2,1,3,4,5,6,7,9,12,13,10,8,15,14,18,11,20,17,16,21,19,22,23,24,25,28,29,26,30,31,34,27,33,38,36,35,32,37,41,39,42,43,44,40,46,45,48,50,47,49
1,2,3,4,8,5,9,6,7,10,12,11,13,15,18,16,14,19,20,17,21,23,22,24,26,25,27,29,28,30,31,35,33,32,34,36,38,37,40,39,42,44,41,45,46,47,43,48,49,50

