2,7,3,4,8,9,1,6,5,11,12,10,16,13,20,14,15,17,18,22,21,23,19,26,25,31,24,28,27,30,29,32,35,34,33,36,38,37,39,43,40,41,44,42,49,46,45,47,48,50
3,11,2,1,4,10,5,6,7,9,14,16,12,8,13,15,19,22,17,18,21,20,23,25,31,26,24,28,30,32,37,27,34,38,29,35,41,36,43,33,39,42,45,47,44,48,40,46,49,50
2,1,4,8,7,9,12,5,10,3,13,14,15,16,19,17,23,20,6,22,27,11,21,18,26,25,32,24,29,30,31,34,37,38,35,28,33,39,42,41,36,40,43,44,46,49,45,48,50,47
2,7,1,4,3,6,11,15,9,8,21,5,10,12,14,13,17,16,23,18,20,22,26,27,24,19,28,25,30,29,34,32,36,31,33,35,39,40,43,38,41,37,46,45,47,42,44,49,48,50
1,2,3,6,4,8,9,5,11,7,12,10,13,14,15,17,16,19,18,22,23,21,30,20,25,27,28,26,24,36,29,31,35,32,33,37,34,40,39,41,38,43,42,45,44,49,46,47,50,48
2,6,4,5,7,3,8,1,9,10,13,12,11,17,15,18,16,19,22,25,21,14,20,27,26,23,28,24,29,30,33,32,31,34,35,42,39,37,36,38,40,41,49,45,44,46,48,43,47,50
3,1,4,5,7,8,10,9,2,6,13,14,19,11,17,12,15,16,23,22,26,18,25,27,21,29,20,28,24,33,32,30,31,35,34,36,40,37,39,41,45,46,44,48,42,38,47,43,49,50
1,2,4,5,3,7,10,8,9,6,14,11,13,12,15,17,19,16,20,18,21,22,28,27,23,32,24,26,29,30,31,33,25,36,42,34,37,38,35,41,39,40,45,47,44,49,48,43,46,50
1,2,6,9,3,14,5,8,4,7,12,18,11,17,16,13,10,15,20,21,19,22,34,25,24,31,23,29,27,28,32,33,36,35,37,30,26,38,40,39,41,45,42,46,43,44,48,49,50,47
2,5,1,7,4,6,3,8,11,10,12,9,13,15,16,14,19,17,23,25,24,20,18,21,27,22,29,37,28,26,30,31,39,35,32,34,42,40,36,33,43,41,45,47,44,46,38,49,48,50
1,2,5,3,6,7,8,9,4,13,11,10,16,19,12,14,17,21,25,15,18,22,20,26,28,23,29,31,30,27,24,33,35,34,32,36,41,38,42,37,40,39,44,47,45,43,48,46,49,50
6,5,2,1,3,7,8,4,9,13,10,12,11,19,20,15,16,17,14,18,24,23,22,28,25,29,27,26,31,21,35,33,30,36,34,32,42,39,41,40,38,45,47,44,37,43,48,49,46,50
4,1,3,6,8,2,9,7,10,13,11,12,5,15,17,14,16,19,20,21,22,18,24,30,25,27,26,28,29,36,23,31,39,37,40,33,34,32,41,35,47,44,42,45,38,50,46,43,49,48
1,2,3,5,6,12,4,13,8,15,7,9,17,11,10,16,21,14,19,20,18,24,23,26,29,22,28,38,30,25,32,33,34,27,36,31,39,35,37,42,43,40,44,46,49,41,47,45,50,48
3,2,1,4,9,7,8,12,10,5,13,11,15,16,17,6,18,20,19,21,14,22,23,28,24,27,29,26,25,30,32,33,37,34,31,35,36,39,38,42,41,40,43,45,44,46,47,48,49,50
2,4,3,7,1,9,5,8,6,10,12,11,13,17,15,19,18,20,16,14,28,21,24,22,23,25,26,27,33,30,31,29,34,36,37,32,38,39,35,42,43,40,41,47,44,45,49,46,48,50
4,2,1,3,10,5,8,9,6,7,13,11,15,12,16,18,23,14,19,20,17,22,21,26,27,24,30,25,28,33,29,34,31,37,40,42,32,35,36,45,38,39,41,43,47,46,44,48,50,49
2,6,1,8,3,5,4,10,9,15,12,7,11,14,16,17,13,18,19,22,20,27,21,24,23,36,25,26,29,28,33,34,30,31,35,37,32,38,40,44,39,41,45,42,47,43,48,46,50,49
7,12,1,2,3,5,9,4,13,11,6,10,19,14,16,17,21,20,15,8,22,18,28,23,30,24,27,31,26,25,34,33,35,29,32,47,36,39,37,40,41,43,38,44,45,42,46,49,50,48
3,2,4,1,6,11,10,7,8,16,12,15,5,14,9,13,21,17,20,23,19,24,18,22,28,27,32,30,25,26,31,33,34,39,37,29,36,38,42,43,35,48,49,40,41,46,45,44,50,47

