3,0,6,7,5,2,1,8,10,13,11,15,16,12,17,9,21,18,4,14,22,23,20,19,26,29,27,30,33,25,24,32,37,34,40,43,38,35,28,39,36,44,48,41,31,45,49,46,42,47
8,5,9,0,3,1,6,16,4,7,10,2,12,11,14,22,13,29,19,27,21,20,18,26,25,32,24,15,33,30,17,28,41,31,23,34,42,35,37,38,40,39,36,46,47,45,48,43,49,44
5,6,3,7,8,2,0,17,10,1,4,9,15,18,25,14,16,11,22,12,26,19,37,28,13,31,21,48,30,29,20,33,35,24,23,45,27,36,34,32,46,38,40,39,49,44,43,42,41,47
5,3,15,2,0,12,8,9,6,10,1,11,13,4,7,18,16,17,19,21,26,23,27,29,34,14,22,25,28,32,24,20,37,43,30,35,33,36,39,45,31,38,48,46,41,44,49,47,42,40
1,6,2,5,7,0,10,3,13,4,9,8,16,17,15,14,21,11,12,22,26,20,19,29,18,23,25,35,28,27,36,31,38,24,34,32,40,41,30,37,33,39,43,49,44,42,45,46,47,48
1,2,0,3,11,6,4,5,14,8,12,7,13,15,16,18,17,25,10,22,26,24,19,20,28,21,27,9,23,30,31,29,40,33,32,34,38,39,36,42,37,43,46,48,35,41,47,44,45,49
0,6,1,2,4,9,3,5,11,7,12,15,13,16,8,10,22,17,14,29,20,23,25,18,21,19,30,31,35,27,26,33,46,24,36,38,41,37,28,40,47,48,42,44,45,49,43,34,32,39
5,2,3,1,8,7,4,14,6,0,13,10,16,9,12,20,27,19,18,21,23,15,24,11,22,29,17,25,30,32,26,28,34,31,36,39,33,41,44,42,35,43,45,37,38,40,46,47,48,49
0,1,2,3,5,7,4,6,8,11,9,12,10,14,16,19,27,13,15,23,17,24,20,21,28,18,32,22,34,33,29,39,36,25,43,30,35,42,26,31,38,40,44,45,41,46,49,47,37,48
1,5,2,3,4,7,0,6,10,8,16,14,9,20,13,15,19,12,18,11,28,17,23,22,24,27,21,25,44,32,26,29,30,39,31,38,33,34,45,35,36,42,43,46,40,37,48,49,41,47
3,2,1,9,14,0,5,4,6,11,17,12,13,15,7,16,10,8,20,19,24,21,26,18,27,33,22,23,25,28,37,30,32,35,31,39,36,29,43,41,44,38,34,40,47,45,49,46,48,42
9,2,5,1,3,7,10,8,12,15,13,18,0,4,19,26,6,16,14,11,20,17,21,24,27,23,38,25,22,28,33,29,35,30,41,32,34,40,37,46,36,31,42,43,48,47,45,49,39,44
1,0,4,2,5,3,6,12,9,16,7,13,11,17,14,10,15,19,18,24,8,20,21,23,25,27,22,28,26,33,41,31,36,39,32,30,38,45,29,42,44,40,43,35,34,46,49,37,48,47
1,6,3,0,5,7,10,2,8,13,15,11,12,14,9,4,16,25,18,22,20,24,32,28,17,21,19,23,29,31,36,26,39,27,42,33,30,45,44,34,37,35,40,47,38,43,46,48,49,41
1,8,2,7,3,11,10,12,0,5,6,16,18,13,17,23,4,15,24,9,20,21,26,19,31,14,27,40,32,30,29,34,25,28,35,33,41,22,37,36,39,42,45,46,47,44,43,38,48,49
0,1,10,2,11,3,6,5,14,17,19,4,8,13,26,9,22,7,15,12,18,24,23,16,21,28,29,27,20,25,34,33,46,32,30,31,38,36,39,40,35,42,41,37,44,43,45,47,48,49
4,5,1,15,13,6,3,10,8,9,0,14,2,12,29,11,18,16,7,21,20,17,19,23,24,26,27,25,30,22,28,31,42,32,43,33,36,37,41,34,35,38,47,39,46,40,44,48,49,45
0,2,1,15,9,4,6,5,7,3,13,8,19,16,14,10,24,11,28,26,30,23,20,25,22,27,31,21,18,17,32,29,34,35,33,37,41,12,38,43,36,42,39,45,44,47,46,40,48,49
7,1,3,4,10,2,8,5,6,9,0,14,11,19,12,15,13,29,17,18,22,20,23,31,16,27,25,37,26,39,21,35,30,28,24,32,36,33,42,43,41,34,44,38,40,45,47,48,46,49
4,7,1,2,5,8,3,11,10,6,16,12,9,13,17,19,14,22,0,26,20,18,31,15,24,28,21,27,30,43,32,23,34,33,25,41,36,40,37,29,47,38,42,46,39,44,45,48,35,49
